ticker,date,title,description,content,source,url,cleaned_text,sentiment_score,sentiment_category
NVDA,2024-09-09 18:45:00+00:00,"NVIDIA Wipes Out $400B in Value: Buy, Hold, or Sell NVDA Stock?","NVIDIA's shares lately took a beating as regulators launched a probe into the company's contracts. Is it the right time to sell the NVDA stock, or will...",NVIDIA Corporation NVDA witnessed a meteoric rise over the past few years due to the advent of artificial intelligence (AI). Its recent share repurchase has installed confidence among investors and t… [+5279 chars],"{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/nvidia-wipes-400b-value-buy-184500618.html,nvidia wipes out b in value buy hold or sell nvda stock nvidias shares lately took a beating as regulators launched a probe into the companys contracts is it the right time to sell the nvda stock or will,-0.007142857142857145,Neutral
NVDA,2024-09-16 21:14:15+00:00,NVIDIA Corporation (NVDA) a Good Big Tech Stock to Buy Now?,"We recently compiled a list of the 13 Best Big Tech Stocks To Buy Now. In this article, we are going to take a look at where NVIDIA Corporation (NASDAQ:NVDA)...","We recently compiled a list of the 13 Best Big Tech Stocks To Buy Now. In this article, we are going to take a look at where NVIDIA Corporation (NASDAQ:NVDA) stands against the other big tech stocks.… [+5323 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/nvidia-corporation-nvda-good-big-211415800.html,nvidia corporation nvda a good big tech stock to buy now we recently compiled a list of the  best big tech stocks to buy now in this article we are going to take a look at where nvidia corporation nasdaqnvda,0.33999999999999997,Positive
NVDA,2024-09-21 08:33:00+00:00,"Move Over, Nvidia: Billionaires Are Selling Its Shares and Buying Up These 2 Artificial Intelligence (AI) Stocks Instead",Many billionaires are shifting some of their AI investments toward Super Micro Computer and Microsoft.,"Wall Street has fallen in love with the artificial intelligence (AI) trend. This is not surprising, considering that PwC analysts expect AI to add nearly $15.7 trillion to the global economy annually… [+7436 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/move-over-nvidia-billionaires-selling-083300873.html/,move over nvidia billionaires are selling its shares and buying up these  artificial intelligence ai stocks instead many billionaires are shifting some of their ai investments toward super micro computer and microsoft,0.07777777777777778,Positive
NVDA,2024-09-26 12:25:00+00:00,Nvidia is back in the $3 trillion club — and Jensen Huang is $2 billion richer,Nvidia (NVDA) chief executive Jensen Huang is $2.3 billion richer thanks to a recent bump in Nvidia stock.Read more...,"In This Story
Nvidia (NVDA) chief executive Jensen Huang is $2.3 billion richer thanks to a recent bump in Nvidia stock.
Shares of the chip giant were up more than 2% in pre-market trading, after c… [+2041 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/nvidia-huang-stock-market-cap-3-trillion-club-1851658116,nvidia is back in the  trillion club  and jensen huang is  billion richer nvidia nvda chief executive jensen huang is  billion richer thanks to a recent bump in nvidia stockread more,0.175,Positive
NVDA,2024-10-03 17:41:00+00:00,Nvidia stock rises after Jensen Huang says demand for its new AI chips is 'insane',"Nvidia’s (NVDA) next-generation artificial intelligence chip is in full production, and demand for it is “insane,” according to CEO Jensen Huang.Read more...","In This Story
Nvidias (NVDA) next-generation artificial intelligence chip is in full production, and demand for it is insane, according to CEO Jensen Huang.
Everybody wants to have the most, and ev… [+1709 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/nvidia-stock-jensen-huang-demand-ai-chip-blackwell-1851664485,nvidia stock rises after jensen huang says demand for its new ai chips is insane nvidias nvda nextgeneration artificial intelligence chip is in full production and demand for it is insane according to ceo jensen huangread more,-0.268939393939394,Negative
NVDA,2024-09-25 17:03:30+00:00,Nvidia stock is stuck in a rut. But it's still up huge for the year,"Ever since shares of Nvidia (NVDA) reached an all-time high in June, the chipmaker’s stock has experienced some turbulence — but its market cap is still up over 150% so far this year.Read more...","In This Story
Ever since shares of Nvidia (NVDA) reached an all-time high in June, the chipmakers stock has experiencedsometurbulence but its market cap is still up over 150% so far this year.
Nvid… [+1613 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/nvidia-stock-down-summer-high-market-cap-3-trillion-1851657249,nvidia stock is stuck in a rut but its still up huge for the year ever since shares of nvidia nvda reached an alltime high in june the chipmakers stock has experienced some turbulence  but its market cap is still up over  so far this yearread more,0.392,Positive
NVDA,2024-09-30 14:35:00+00:00,Super Micro Computer's big stock split is today. Here’s what to know,"Super Micro Computer (SMCI) is set to undergo a stock split after the market closes on Monday, aligning itself with other prominent AI-driven companies like Nvidia and Broadcom, which also executed stock splits earlier this year. Following the split, the stoc…","In This Story
Super Micro Computer (SMCI) is set to undergo a stock split after the market closes on Monday, aligning itself with other prominent AI-driven companies like Nvidia and Broadcom, which … [+1774 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/super-micro-computer-stock-split-1851660648,super micro computers big stock split is today heres what to know super micro computer smci is set to undergo a stock split after the market closes on monday aligning itself with other prominent aidriven companies like nvidia and broadcom which also executed stock splits earlier this year following the split the stoc,0.14880952380952378,Positive
NVDA,2024-09-16 13:00:00+00:00,"Nvidia, Microsoft, and other tech stocks could rally after the Fed cuts interest rates","With the Federal Reserve set to begin cutting interest rates this week, analysts believe tech stocks could get a big boost.Read more...","In This Story
With the Federal Reserve set to begin cutting interest rates this week, analysts believe tech stocks could get a big boost.
The start of a rate cutting cycle will be a positive signal… [+2363 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/tech-stocks-nvidia-microsoft-ai-artificial-intelligence-1851648810,nvidia microsoft and other tech stocks could rally after the fed cuts interest rates with the federal reserve set to begin cutting interest rates this week analysts believe tech stocks could get a big boostread more,-0.056249999999999994,Negative
NVDA,2024-09-23 12:12:00+00:00,Intel is having a brutal year — but suddenly everybody wants a piece of it,Intel (INTC) is reportedly in talks for two multi-billion dollar deals — including a takeover — as the struggling chipmaker continues to draw interest from investors.Read more...,"In This Story
Intel (INTC) is reportedly in talks for two multi-billion dollar deals including a takeover as the struggling chipmaker continues to draw interest from investors.
Bloomberg, citing un… [+2217 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/intel-qualcomm-apollo-nvidia-ai-chips-1851654625,intel is having a brutal year  but suddenly everybody wants a piece of it intel intc is reportedly in talks for two multibillion dollar deals  including a takeover  as the struggling chipmaker continues to draw interest from investorsread more,-0.04375000000000001,Neutral
NVDA,2024-09-23 18:42:00+00:00,"Intel needs Qualcomm, but it's not a two-way street, analysts say","After missing second-quarter earnings expectations and seeing its stock fall over 50% so far this year, Intel (INTC) is still attracting interest worth billions of dollars.Read more...","In This Story
After missing second-quarter earnings expectations and seeing its stock fall over 50% so far this year, Intel (INTC) is still attracting interest worth billions of dollars.
Chipmaker … [+4478 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/qualcomm-wouldnt-benefit-much-takeover-intel-chips-ai-1851654828,intel needs qualcomm but its not a twoway street analysts say after missing secondquarter earnings expectations and seeing its stock fall over  so far this year intel intc is still attracting interest worth billions of dollarsread more,0.175,Positive
NVDA,2024-09-24 20:32:08+00:00,"Nvidia stock's 20% drop is actually a good sign for the market, strategist says. Here's why","Tony Roth, chief investment officer for Wilmington Trust Investment Advisors, spoke with Quartz for the latest installment of our “Smart Investing” video series.Read more...","In This Story
Tony Roth, chief investment officer for Wilmington Trust Investment Advisors, spoke with Quartz for the latest installment of our Smart Investing video series.
Watch the interview abo… [+4661 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/2025-market-nvidia-tony-roth-wilmington-trust-1851656473,nvidia stocks  drop is actually a good sign for the market strategist says heres why tony roth chief investment officer for wilmington trust investment advisors spoke with quartz for the latest installment of our smart investing video seriesread more,0.47857142857142854,Positive
NVDA,2024-09-09 22:36:46+00:00,Intel faces 'uphill battle' as its stock hovers near record lows: Goldman Sachs analyst,"The inflection point for Intel can't be seen just yet, says Goldman Sachs.","The road ahead for struggling Intel (INTC) is uncertain at best as its stock hovers near record lows.
Intel faces an ""uphill battle"" to turn itself around and compete with the likes of Nvidia (NVDA)… [+3050 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/intel-faces-uphill-battle-as-its-stock-hovers-near-record-lows-goldman-sachs-analyst-223646226.html,intel faces uphill battle as its stock hovers near record lows goldman sachs analyst the inflection point for intel cant be seen just yet says goldman sachs,0.1,Positive
